admin1pcode,admin2pcode,admin3pcode,admin4pcode,admin5pcode,camp_name,activity,beneficiaries,month,project_status,cluster,delivery_modality,site
SY07,SY0704,SY070401,C4229,NA,NA,# of caregivers (including PLW) received messages/education on appropriate IYCF-E through group sessions.,34,feb,Ongoing,Nutrition,NA,C4229
SY07,SY0704,SY070402,C4254,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,372,feb,Ongoing,Nutrition,Rapide Response Team,C4254
SY07,SY0704,SY070402,C4254,NA,NA,# PLWs screened for malnutrition,112,feb,Ongoing,Nutrition,Rapide Response Team,C4254
SY07,SY0704,SY070402,C4254,NA,NA,Number of caregivers including pregnant and lactating women (PLWs) counselled or reached with awareness on appropriate infant and young child feeding (IYCF),67,feb,Ongoing,Nutrition,NA,C4254
SY07,SY0704,SY070402,C4254,NA,NA,# of caregivers (including PLW) received messages/education on appropriate IYCF-E through group sessions.,45,feb,Ongoing,Nutrition,NA,C4254
SY07,SY0703,SY070302,C6619,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,907,feb,Ongoing,Nutrition,Rapide Response Team,C6619
SY07,SY0703,SY070302,C6619,NA,NA,# PLWs screened for malnutrition,260,feb,Ongoing,Nutrition,Rapide Response Team,C6619
SY07,SY0703,SY070302,C6619,NA,NA,Number of caregivers including pregnant and lactating women (PLWs) counselled or reached with awareness on appropriate infant and young child feeding (IYCF),134,feb,Ongoing,Nutrition,NA,C6619
SY07,SY0703,SY070302,C6619,NA,NA,# of caregivers (including PLW) received messages/education on appropriate IYCF-E through group sessions.,126,feb,Ongoing,Nutrition,NA,C6619
SY07,SY0703,SY070303,C4157,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,318,feb,Ongoing,Nutrition,Rapide Response Team,C4157
SY07,SY0703,SY070303,C4157,NA,NA,# PLWs screened for malnutrition,128,feb,Ongoing,Nutrition,Rapide Response Team,C4157
SY07,SY0703,SY070303,C4157,NA,NA,Number of caregivers including pregnant and lactating women (PLWs) counselled or reached with awareness on appropriate infant and young child feeding (IYCF),84,feb,Ongoing,Nutrition,NA,C4157
SY07,SY0703,SY070303,C4157,NA,NA,# of caregivers (including PLW) received messages/education on appropriate IYCF-E through group sessions.,44,feb,Ongoing,Nutrition,NA,C4157
SY07,SY0704,SY070400,C4199,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,796,feb,Ongoing,Nutrition,Rapide Response Team,C4199
SY07,SY0704,SY070400,C4199,NA,NA,# PLWs screened for malnutrition,211,feb,Ongoing,Nutrition,Rapide Response Team,C4199
SY07,SY0704,SY070400,C4199,NA,NA,Number of caregivers including pregnant and lactating women (PLWs) counselled or reached with awareness on appropriate infant and young child feeding (IYCF),131,feb,Ongoing,Nutrition,NA,C4199
SY07,SY0704,SY070400,C4199,NA,NA,# of caregivers (including PLW) received messages/education on appropriate IYCF-E through group sessions.,80,feb,Ongoing,Nutrition,NA,C4199
SY07,SY0705,SY070500,C4278,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,226,feb,Ongoing,Nutrition,Rapide Response Team,C4278
SY07,SY0705,SY070500,C4278,NA,NA,# PLWs screened for malnutrition,70,feb,Ongoing,Nutrition,Rapide Response Team,C4278
SY07,SY0705,SY070500,C4278,NA,NA,Number of caregivers including pregnant and lactating women (PLWs) counselled or reached with awareness on appropriate infant and young child feeding (IYCF),37,feb,Ongoing,Nutrition,NA,C4278
SY07,SY0705,SY070500,C4278,NA,NA,# of caregivers (including PLW) received messages/education on appropriate IYCF-E through group sessions.,33,feb,Ongoing,Nutrition,NA,C4278
SY07,SY0703,SY070304,C4164,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,1467,feb,Ongoing,Nutrition,Rapide Response Team,C4164
SY07,SY0703,SY070304,C4164,NA,NA,# PLWs screened for malnutrition,464,feb,Ongoing,Nutrition,Rapide Response Team,C4164
SY07,SY0703,SY070304,C4164,NA,NA,Number of caregivers including pregnant and lactating women (PLWs) counselled or reached with awareness on appropriate infant and young child feeding (IYCF),274,feb,Ongoing,Nutrition,NA,C4164
SY07,SY0703,SY070304,C4164,NA,NA,# of caregivers (including PLW) received messages/education on appropriate IYCF-E through group sessions.,190,feb,Ongoing,Nutrition,NA,C4164
SY07,SY0704,SY070403,C4263,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,594,feb,Ongoing,Nutrition,Rapide Response Team,C4263
SY07,SY0704,SY070403,C4263,NA,NA,# PLWs screened for malnutrition,224,feb,Ongoing,Nutrition,Rapide Response Team,C4263
SY07,SY0704,SY070403,C4263,NA,NA,Number of caregivers including pregnant and lactating women (PLWs) counselled or reached with awareness on appropriate infant and young child feeding (IYCF),137,feb,Ongoing,Nutrition,NA,C4263
SY07,SY0704,SY070403,C4263,NA,NA,# of caregivers (including PLW) received messages/education on appropriate IYCF-E through group sessions.,87,feb,Ongoing,Nutrition,NA,C4263
SY02,SY0204,SY020400,C1557,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,372,feb,Ongoing,Nutrition,Mobile Team,C1557
SY02,SY0204,SY020400,C1557,NA,NA,# PLWs screened for malnutrition,40,feb,Ongoing,Nutrition,Mobile Team,C1557
SY02,SY0204,SY020400,C1557,NA,NA,Number of caregivers including pregnant and lactating women (PLWs) counselled or reached with awareness on appropriate infant and young child feeding (IYCF),24,feb,Ongoing,Nutrition,Mobile Team,C1557
SY02,SY0204,SY020400,C1557,NA,NA,# of caregivers (including PLW) received messages/education on appropriate IYCF-E through group sessions.,16,feb,Ongoing,Nutrition,Mobile Team,C1557
SY02,SY0204,SY020400,C1557,NA,NA,# of lactating mothers (mothers of children 0-23 months) that started re-lactation,9,feb,Ongoing,Nutrition,Mobile Team,C1557
SY02,SY0204,SY020400,C1557,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,256,feb,Ongoing,Nutrition,Mobile Team,C1557
SY02,SY0204,SY020400,C1557,NA,NA,# PLWs screened for malnutrition,24,feb,Ongoing,Nutrition,Mobile Team,C1557
SY02,SY0204,SY020400,C1557,NA,NA,Number of caregivers including pregnant and lactating women (PLWs) counselled or reached with awareness on appropriate infant and young child feeding (IYCF),15,feb,Ongoing,Nutrition,Mobile Team,C1557
SY02,SY0204,SY020400,C1557,NA,NA,# of caregivers (including PLW) received messages/education on appropriate IYCF-E through group sessions.,9,feb,Ongoing,Nutrition,Mobile Team,C1557
SY02,SY0204,SY020400,C1557,NA,NA,# of lactating mothers (mothers of children 0-23 months) that started re-lactation,14,feb,Ongoing,Nutrition,Mobile Team,C1557
SY07,SY0704,SY070400,C4199,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,251,feb,Ongoing,Nutrition,Mobile Team,C4199
SY07,SY0704,SY070400,C4199,NA,NA,# PLWs screened for malnutrition,55,feb,Ongoing,Nutrition,Mobile Team,C4199
SY07,SY0704,SY070400,C4199,NA,NA,Number of caregivers including pregnant and lactating women (PLWs) counselled or reached with awareness on appropriate infant and young child feeding (IYCF),34,feb,Ongoing,Nutrition,Mobile Team,C4199
SY07,SY0704,SY070400,C4199,NA,NA,# of caregivers (including PLW) received messages/education on appropriate IYCF-E through group sessions.,21,feb,Ongoing,Nutrition,Mobile Team,C4199
SY07,SY0704,SY070400,C4199,NA,NA,# of lactating mothers (mothers of children 0-23 months) that started re-lactation,15,feb,Ongoing,Nutrition,Mobile Team,C4199
SY07,SY0700,SY070000,C3871,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,216,feb,Ongoing,Nutrition,Mobile Team,C3871
SY07,SY0700,SY070000,C3871,NA,NA,# PLWs screened for malnutrition,93,feb,Ongoing,Nutrition,Mobile Team,C3871
SY07,SY0700,SY070000,C3871,NA,NA,Number of caregivers including pregnant and lactating women (PLWs) counselled or reached with awareness on appropriate infant and young child feeding (IYCF),54,feb,Ongoing,Nutrition,Mobile Team,C3871
SY07,SY0700,SY070000,C3871,NA,NA,# of caregivers (including PLW) received messages/education on appropriate IYCF-E through group sessions.,39,feb,Ongoing,Nutrition,Mobile Team,C3871
SY07,SY0705,SY070500,C4278,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,170,feb,Ongoing,Nutrition,Mobile Team,C4278
SY07,SY0705,SY070500,C4278,NA,NA,# PLWs screened for malnutrition,129,feb,Ongoing,Nutrition,Mobile Team,C4278
SY07,SY0705,SY070500,C4278,NA,NA,Number of caregivers including pregnant and lactating women (PLWs) counselled or reached with awareness on appropriate infant and young child feeding (IYCF),77,feb,Ongoing,Nutrition,Mobile Team,C4278
SY07,SY0705,SY070500,C4278,NA,NA,# of caregivers (including PLW) received messages/education on appropriate IYCF-E through group sessions.,52,feb,Ongoing,Nutrition,Mobile Team,C4278
SY07,SY0704,SY070402,C4252,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,238,feb,Ongoing,Nutrition,Mobile Team,C4252
SY07,SY0704,SY070402,C4252,NA,NA,# PLWs screened for malnutrition,120,feb,Ongoing,Nutrition,Mobile Team,C4252
SY07,SY0704,SY070402,C4252,NA,NA,Number of caregivers including pregnant and lactating women (PLWs) counselled or reached with awareness on appropriate infant and young child feeding (IYCF),73,feb,Ongoing,Nutrition,Mobile Team,C4252
SY07,SY0704,SY070402,C4252,NA,NA,# of caregivers (including PLW) received messages/education on appropriate IYCF-E through group sessions.,47,feb,Ongoing,Nutrition,Mobile Team,C4252
SY07,SY0703,SY070301,C4130,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,287,feb,Ongoing,Nutrition,Mobile Team,C4130
SY07,SY0703,SY070301,C4130,NA,NA,# PLWs screened for malnutrition,149,feb,Ongoing,Nutrition,Mobile Team,C4130
SY07,SY0703,SY070301,C4130,NA,NA,Number of caregivers including pregnant and lactating women (PLWs) counselled or reached with awareness on appropriate infant and young child feeding (IYCF),85,feb,Ongoing,Nutrition,Mobile Team,C4130
SY07,SY0703,SY070301,C4130,NA,NA,# of caregivers (including PLW) received messages/education on appropriate IYCF-E through group sessions.,64,feb,Ongoing,Nutrition,Mobile Team,C4130
SY07,SY0703,SY070301,C4130,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,34,feb,Ongoing,Nutrition,Facility,C4130
SY07,SY0703,SY070301,C4130,NA,NA,# PLWs screened for malnutrition,13,feb,Ongoing,Nutrition,Facility,C4130
SY07,SY0703,SY070301,C4130,NA,NA,Number of caregivers including pregnant and lactating women (PLWs) counselled or reached with awareness on appropriate infant and young child feeding (IYCF),8,feb,Ongoing,Nutrition,Facility,C4130
SY07,SY0703,SY070301,C4130,NA,NA,# of caregivers (including PLW) received messages/education on appropriate IYCF-E through group sessions.,5,feb,Ongoing,Nutrition,Facility,C4130
SY07,SY0703,SY070301,C4130,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,23,feb,Ongoing,Nutrition,Facility,C4130
SY07,SY0703,SY070301,C4130,NA,NA,# PLWs screened for malnutrition,8,feb,Ongoing,Nutrition,Facility,C4130
SY07,SY0703,SY070301,C4130,NA,NA,Number of caregivers including pregnant and lactating women (PLWs) counselled or reached with awareness on appropriate infant and young child feeding (IYCF),4,feb,Ongoing,Nutrition,Facility,C4130
SY07,SY0703,SY070301,C4130,NA,NA,# of caregivers (including PLW) received messages/education on appropriate IYCF-E through group sessions.,4,feb,Ongoing,Nutrition,Facility,C4130
SY02,SY0200,SY020001,C1032,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,26,feb,Ongoing,Nutrition,Rapide Response Team,C1032
SY02,SY0200,SY020001,C1032,NA,NA,# of boys and girls (6 - 59 months) who received micronutrient supplements (micronutrient powder (MNP) for four months.,8,feb,Ongoing,Nutrition,Rapide Response Team,C1032
SY02,SY0200,SY020001,C1032,NA,NA,# of boys and girls (6 - 59 months) with moderate acute malnutrition newly admitted for treatment,1,feb,Ongoing,Nutrition,Rapide Response Team,C1032
SY02,SY0200,SY020001,C1032,NA,NA,# of boys and girls (6 - 59 months) having severe acute malnutrition without medical complication newly admitted for  treatment,1,feb,Ongoing,Nutrition,Rapide Response Team,C1032
SY02,SY0200,SY020001,C1032,NA,NA,# of OTPs supported to provide treatment for severe acute malnutrition without medical complications.,1,feb,Ongoing,Nutrition,Rapide Response Team,C1032
SY02,SY0200,SY020001,C1032,NA,NA,# of TSFPs  supported to provide treatment for moderate acute malnutrition.,1,feb,Ongoing,Nutrition,Rapide Response Team,C1032
SY02,SY0200,SY020001,C1032,NA,NA,# of RRTs established and supported to provide CMAM and IYCF services.,1,feb,Ongoing,Nutrition,Rapide Response Team,C1032
SY02,SY0200,SY020001,C1032,NA,NA,# PLWs screened for malnutrition,46,feb,Ongoing,Nutrition,Rapide Response Team,C1032
SY02,SY0200,SY020001,C1032,NA,NA,"# of PLWs who received micronutrients including iron, folate  for six months",39,feb,Ongoing,Nutrition,Rapide Response Team,C1032
SY02,SY0200,SY020001,C1032,NA,NA,# of PLWs with moderate acute malnutrition admitted for treatment,7,feb,Ongoing,Nutrition,Rapide Response Team,C1032
SY02,SY0200,SY020001,C1032,NA,NA,Number of caregivers including pregnant and lactating women (PLWs) counselled or reached with awareness on appropriate infant and young child feeding (IYCF),44,feb,Ongoing,Nutrition,Rapide Response Team,C1032
SY02,SY0200,SY020001,C1032,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,229,feb,Ongoing,Nutrition,Rapide Response Team,C1032
SY02,SY0200,SY020001,C1032,NA,NA,# of boys and girls (6 - 59 months) who received micronutrient supplements (micronutrient powder (MNP) for four months.,43,feb,Ongoing,Nutrition,Rapide Response Team,C1032
SY02,SY0200,SY020001,C1032,NA,NA,# of boys and girls (6 - 59 months) with moderate acute malnutrition newly admitted for treatment,7,feb,Ongoing,Nutrition,Rapide Response Team,C1032
SY02,SY0200,SY020001,C1032,NA,NA,# of boys and girls (6 - 59 months) having severe acute malnutrition without medical complication newly admitted for  treatment,2,feb,Ongoing,Nutrition,Rapide Response Team,C1032
SY02,SY0200,SY020001,C1032,NA,NA,# of OTPs supported to provide treatment for severe acute malnutrition without medical complications.,1,feb,Ongoing,Nutrition,Rapide Response Team,C1032
SY02,SY0200,SY020001,C1032,NA,NA,# of TSFPs  supported to provide treatment for moderate acute malnutrition.,1,feb,Ongoing,Nutrition,Rapide Response Team,C1032
SY02,SY0200,SY020001,C1032,NA,NA,# of RRTs established and supported to provide CMAM and IYCF services.,1,feb,Ongoing,Nutrition,Rapide Response Team,C1032
SY02,SY0200,SY020001,C1032,NA,NA,# PLWs screened for malnutrition,257,feb,Ongoing,Nutrition,Rapide Response Team,C1032
SY02,SY0200,SY020001,C1032,NA,NA,"# of PLWs who received micronutrients including iron, folate  for six months",84,feb,Ongoing,Nutrition,Rapide Response Team,C1032
SY02,SY0200,SY020001,C1032,NA,NA,# of PLWs with moderate acute malnutrition admitted for treatment,16,feb,Ongoing,Nutrition,Rapide Response Team,C1032
SY02,SY0200,SY020001,C1032,NA,NA,Number of caregivers including pregnant and lactating women (PLWs) counselled or reached with awareness on appropriate infant and young child feeding (IYCF),255,feb,Ongoing,Nutrition,Rapide Response Team,C1032
SY07,SY0700,SY070005,C3947,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,1605,feb,Ongoing,Nutrition,Rapide Response Team,C3947
SY07,SY0700,SY070005,C3947,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,5,feb,Ongoing,Nutrition,Rapide Response Team,C3947
SY07,SY0700,SY070005,C3947,NA,NA,# of boys and girls (6 - 59 months) who received micronutrient supplements (micronutrient powder (MNP) for four months.,592,feb,Ongoing,Nutrition,Rapide Response Team,C3947
SY07,SY0700,SY070005,C3947,NA,NA,# of boys and girls (6 - 59 months) who received micronutrient supplements (micronutrient powder (MNP) for four months.,2,feb,Ongoing,Nutrition,Rapide Response Team,C3947
SY07,SY0700,SY070005,C3947,NA,NA,# of boys and girls (6 - 59 months) with moderate acute malnutrition newly admitted for treatment,6,feb,Ongoing,Nutrition,Rapide Response Team,C3947
SY07,SY0700,SY070005,C3947,NA,NA,# of boys and girls (6 - 59 months) having severe acute malnutrition without medical complication newly admitted for  treatment,1,feb,Ongoing,Nutrition,Rapide Response Team,C3947
SY07,SY0700,SY070005,C3947,NA,NA,# of RRTs established and supported to provide CMAM and IYCF services.,3,feb,Ongoing,Nutrition,Rapide Response Team,C3947
SY07,SY0700,SY070005,C3947,NA,NA,# PLWs screened for malnutrition,867,feb,Ongoing,Nutrition,Rapide Response Team,C3947
SY07,SY0700,SY070005,C3947,NA,NA,"# of PLWs who received micronutrients including iron, folate  for six months",936,feb,Ongoing,Nutrition,Rapide Response Team,C3947
SY07,SY0700,SY070005,C3947,NA,NA,# of PLWs with moderate acute malnutrition admitted for treatment,23,feb,Ongoing,Nutrition,Rapide Response Team,C3947
SY07,SY0700,SY070005,C3947,NA,NA,Number of caregivers including pregnant and lactating women (PLWs) counselled or reached with awareness on appropriate infant and young child feeding (IYCF),381,feb,Ongoing,Nutrition,Rapide Response Team,C3947
SY07,SY0700,SY070005,C3947,NA,NA,# of pregnant and lactating women in NW Syria trained on family MUAC approach,313,feb,Ongoing,Nutrition,Rapide Response Team,C3947
SY07,SY0700,SY070005,C3947,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,122,feb,Ongoing,Nutrition,Rapide Response Team,C3947
SY07,SY0700,SY070005,C3947,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,2,feb,Ongoing,Nutrition,Rapide Response Team,C3947
SY07,SY0700,SY070005,C3947,NA,NA,# of boys and girls (6 - 59 months) who received micronutrient supplements (micronutrient powder (MNP) for four months.,63,feb,Ongoing,Nutrition,Rapide Response Team,C3947
SY07,SY0700,SY070005,C3947,NA,NA,# of boys and girls (6 - 59 months) with moderate acute malnutrition newly admitted for treatment,23,feb,Ongoing,Nutrition,Rapide Response Team,C3947
SY07,SY0700,SY070005,C3947,NA,NA,# of boys and girls (0 - 59 months) having severe acute malnutrition with medical complications newly admitted for inpatient treatment,5,feb,Ongoing,Nutrition,Rapide Response Team,C3947
SY07,SY0700,SY070005,C3947,NA,NA,# of boys and girls (0 - 59 months) having severe acute malnutrition with medical complications newly admitted for inpatient treatment,7,feb,Ongoing,Nutrition,Rapide Response Team,C3947
SY07,SY0700,SY070005,C3947,NA,NA,# of OTPs supported to provide treatment for severe acute malnutrition without medical complications.,1,feb,Ongoing,Nutrition,Rapide Response Team,C3947
SY07,SY0700,SY070005,C3947,NA,NA,# of TSFPs  supported to provide treatment for moderate acute malnutrition.,1,feb,Ongoing,Nutrition,Rapide Response Team,C3947
SY07,SY0700,SY070005,C3947,NA,NA,# of RRTs established and supported to provide CMAM and IYCF services.,1,feb,Ongoing,Nutrition,Rapide Response Team,C3947
SY07,SY0700,SY070005,C3947,NA,NA,# of SCs supported to provide treatment for severe acute malnutrition with medical complications.,1,feb,Ongoing,Nutrition,Rapide Response Team,C3947
SY07,SY0700,SY070005,C3947,NA,NA,# PLWs screened for malnutrition,200,feb,Ongoing,Nutrition,Rapide Response Team,C3947
SY07,SY0700,SY070005,C3947,NA,NA,"# of PLWs who received micronutrients including iron, folate  for six months",162,feb,Ongoing,Nutrition,Rapide Response Team,C3947
SY07,SY0700,SY070005,C3947,NA,NA,# of PLWs with moderate acute malnutrition admitted for treatment,38,feb,Ongoing,Nutrition,Rapide Response Team,C3947
SY07,SY0700,SY070005,C3947,NA,NA,Number of caregivers including pregnant and lactating women (PLWs) counselled or reached with awareness on appropriate infant and young child feeding (IYCF),165,feb,Ongoing,Nutrition,Rapide Response Team,C3947
SY07,SY0700,SY070005,C3943,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,371,feb,Ongoing,Nutrition,Rapide Response Team,C3943
SY07,SY0700,SY070005,C3943,NA,NA,# of boys and girls (6 - 59 months) who received micronutrient supplements (micronutrient powder (MNP) for four months.,192,feb,Ongoing,Nutrition,Rapide Response Team,C3943
SY07,SY0700,SY070005,C3943,NA,NA,# of boys and girls (6 - 59 months) with moderate acute malnutrition newly admitted for treatment,9,feb,Ongoing,Nutrition,Rapide Response Team,C3943
SY07,SY0700,SY070005,C3943,NA,NA,# of boys and girls (6 - 59 months) having severe acute malnutrition without medical complication newly admitted for  treatment,2,feb,Ongoing,Nutrition,Rapide Response Team,C3943
SY07,SY0700,SY070005,C3943,NA,NA,# of OTPs supported to provide treatment for severe acute malnutrition without medical complications.,1,feb,Ongoing,Nutrition,Rapide Response Team,C3943
SY07,SY0700,SY070005,C3943,NA,NA,# of TSFPs  supported to provide treatment for moderate acute malnutrition.,1,feb,Ongoing,Nutrition,Rapide Response Team,C3943
SY07,SY0700,SY070005,C3943,NA,NA,# of RRTs established and supported to provide CMAM and IYCF services.,1,feb,Ongoing,Nutrition,Rapide Response Team,C3943
SY07,SY0700,SY070005,C3943,NA,NA,# PLWs screened for malnutrition,306,feb,Ongoing,Nutrition,Rapide Response Team,C3943
SY07,SY0700,SY070005,C3943,NA,NA,"# of PLWs who received micronutrients including iron, folate  for six months",272,feb,Ongoing,Nutrition,Rapide Response Team,C3943
SY07,SY0700,SY070005,C3943,NA,NA,# of PLWs with moderate acute malnutrition admitted for treatment,33,feb,Ongoing,Nutrition,Rapide Response Team,C3943
SY07,SY0700,SY070005,C3943,NA,NA,Number of caregivers including pregnant and lactating women (PLWs) counselled or reached with awareness on appropriate infant and young child feeding (IYCF),240,feb,Ongoing,Nutrition,Rapide Response Team,C3943
SY07,SY0703,SY070305,C4176,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,670,feb,Ongoing,Nutrition,Rapide Response Team,C4176
SY07,SY0703,SY070305,C4176,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,10,feb,Ongoing,Nutrition,Rapide Response Team,C4176
SY07,SY0703,SY070305,C4176,NA,NA,# PLWs screened for malnutrition,298,feb,Ongoing,Nutrition,Rapide Response Team,C4176
SY07,SY0703,SY070305,C4176,NA,NA,Number of caregivers including pregnant and lactating women (PLWs) counselled or reached with awareness on appropriate infant and young child feeding (IYCF),419,feb,Ongoing,Nutrition,Rapide Response Team,C4176
SY07,SY0703,SY070305,C4176,NA,NA,# of pregnant and lactating women in NW Syria trained on family MUAC approach,4,feb,Ongoing,Nutrition,Rapide Response Team,C4176
SY07,SY0703,SY070301,C4121,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,401,feb,Ongoing,Nutrition,Rapide Response Team,C4121
SY07,SY0703,SY070301,C4121,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,14,feb,Ongoing,Nutrition,Rapide Response Team,C4121
SY07,SY0703,SY070301,C4121,NA,NA,# PLWs screened for malnutrition,339,feb,Ongoing,Nutrition,Rapide Response Team,C4121
SY07,SY0703,SY070301,C4121,NA,NA,Number of caregivers including pregnant and lactating women (PLWs) counselled or reached with awareness on appropriate infant and young child feeding (IYCF),364,feb,Ongoing,Nutrition,Rapide Response Team,C4121
SY07,SY0703,SY070301,C4121,NA,NA,# of pregnant and lactating women in NW Syria trained on family MUAC approach,8,feb,Ongoing,Nutrition,Rapide Response Team,C4121
SY07,SY0703,SY070301,C4126,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,250,feb,Ongoing,Nutrition,Rapide Response Team,C4126
SY07,SY0703,SY070301,C4126,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,4,feb,Ongoing,Nutrition,Rapide Response Team,C4126
SY07,SY0703,SY070301,C4126,NA,NA,# of boys and girls (6 - 59 months) who received micronutrient supplements (micronutrient powder (MNP) for four months.,25,feb,Ongoing,Nutrition,Rapide Response Team,C4126
SY07,SY0703,SY070301,C4126,NA,NA,# of children 6-59 months reached with HEB for 2 weeks,8,feb,Ongoing,Nutrition,Rapide Response Team,C4126
SY07,SY0703,SY070301,C4126,NA,NA,# of boys and girls (6 - 59 months) with moderate acute malnutrition newly admitted for treatment,2,feb,Ongoing,Nutrition,Rapide Response Team,C4126
SY07,SY0703,SY070301,C4126,NA,NA,# of boys and girls (6 - 59 months) having severe acute malnutrition without medical complication newly admitted for  treatment,0,feb,Ongoing,Nutrition,Rapide Response Team,C4126
SY07,SY0703,SY070301,C4126,NA,NA,# of RRTs established and supported to provide CMAM and IYCF services.,1,feb,Ongoing,Nutrition,Rapide Response Team,C4126
SY07,SY0703,SY070301,C4126,NA,NA,# PLWs screened for malnutrition,150,feb,Ongoing,Nutrition,Rapide Response Team,C4126
SY07,SY0703,SY070301,C4126,NA,NA,"# of PLWs who received micronutrients including iron, folate  for six months",131,feb,Ongoing,Nutrition,Rapide Response Team,C4126
SY07,SY0703,SY070301,C4126,NA,NA,# of PLWs with moderate acute malnutrition admitted for treatment,6,feb,Ongoing,Nutrition,Rapide Response Team,C4126
SY07,SY0703,SY070301,C4126,NA,NA,Number of caregivers including pregnant and lactating women (PLWs) counselled or reached with awareness on appropriate infant and young child feeding (IYCF),158,feb,Ongoing,Nutrition,Rapide Response Team,C4126
SY07,SY0703,SY070301,C4126,NA,NA,# of pregnant and lactating women in NW Syria trained on family MUAC approach,55,feb,Ongoing,Nutrition,Rapide Response Team,C4126
SY02,SY0204,SY020403,C1643,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,147,feb,Ongoing,Nutrition,Rapide Response Team,C1643
SY02,SY0204,SY020403,C1643,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,1,feb,Ongoing,Nutrition,Rapide Response Team,C1643
SY02,SY0204,SY020403,C1643,NA,NA,# of boys and girls (6 - 59 months) who received micronutrient supplements (micronutrient powder (MNP) for four months.,14,feb,Ongoing,Nutrition,Rapide Response Team,C1643
SY02,SY0204,SY020403,C1643,NA,NA,# of boys and girls (6 - 59 months) with moderate acute malnutrition newly admitted for treatment,8,feb,Ongoing,Nutrition,Rapide Response Team,C1643
SY02,SY0204,SY020403,C1643,NA,NA,# of RRTs established and supported to provide CMAM and IYCF services.,1,feb,Ongoing,Nutrition,Rapide Response Team,C1643
SY02,SY0204,SY020403,C1643,NA,NA,# PLWs screened for malnutrition,68,feb,Ongoing,Nutrition,Rapide Response Team,C1643
SY02,SY0204,SY020403,C1643,NA,NA,"# of PLWs who received micronutrients including iron, folate  for six months",61,feb,Ongoing,Nutrition,Rapide Response Team,C1643
SY02,SY0204,SY020403,C1643,NA,NA,# of PLWs with moderate acute malnutrition admitted for treatment,7,feb,Ongoing,Nutrition,Rapide Response Team,C1643
SY02,SY0204,SY020403,C1643,NA,NA,Number of caregivers including pregnant and lactating women (PLWs) counselled or reached with awareness on appropriate infant and young child feeding (IYCF),68,feb,Ongoing,Nutrition,Rapide Response Team,C1643
SY02,SY0204,SY020401,C1581,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,12,feb,Ongoing,Nutrition,Rapide Response Team,C1581
SY02,SY0204,SY020401,C1581,NA,NA,# of boys and girls (6 - 59 months) who received micronutrient supplements (micronutrient powder (MNP) for four months.,5,feb,Ongoing,Nutrition,Rapide Response Team,C1581
SY02,SY0204,SY020401,C1581,NA,NA,# of children 6-59 months reached with HEB for 2 weeks,5,feb,Ongoing,Nutrition,Rapide Response Team,C1581
SY02,SY0204,SY020401,C1581,NA,NA,# of boys and girls (6 - 59 months) with moderate acute malnutrition newly admitted for treatment,0,feb,Ongoing,Nutrition,Rapide Response Team,C1581
SY02,SY0204,SY020401,C1581,NA,NA,# of boys and girls (6 - 59 months) having severe acute malnutrition without medical complication newly admitted for  treatment,0,feb,Ongoing,Nutrition,Rapide Response Team,C1581
SY02,SY0204,SY020401,C1581,NA,NA,# of RRTs established and supported to provide CMAM and IYCF services.,1,feb,Ongoing,Nutrition,Rapide Response Team,C1581
SY02,SY0204,SY020401,C1581,NA,NA,# PLWs screened for malnutrition,9,feb,Ongoing,Nutrition,Rapide Response Team,C1581
