sector,hub,response_modality,implementing_partner,governorate,district,sub_district,location,location_type,community,reporting_month,start_date,end_date,project_status,activity,delivery_modality,cash_conditionality,transfer_value,cash_delivery_mechanism,beneficiaries,families,admin1pcode,admin2pcode,admin3pcode,admin4pcode,new_beneficiaries,total_usd,sub_cluster
Shelter,NWS X-B,Syria Cross-Border HLG,702,Aleppo,A'zaz,A'zaz,Azaz,Camp/Settlements,Tareeq Alqalaa / طريق القلعة,January,2023-01-23T00:00:00Z,2023-01-23T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,6,1,SY02,SY0204,SY020400,C1564,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,702,Idleb,Harim,Dana,Deir Hassan - Darhashan,Camp/Settlements,Lastom Wahdakom / لستم وحدكم,January,2023-01-23T00:00:00Z,2023-01-23T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,8,1,SY07,SY0703,SY070301,C4129,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,702,Aleppo,Afrin,Jandairis,Jandairis,Camp/Settlements,Janadirsi Entrance / مدخل جنديرس,January,2023-01-23T00:00:00Z,2023-01-23T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,23,4,SY02,SY0203,SY020302,C1426,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,702,Aleppo,Afrin,Sharan,Qatmet Efrin,Camp/Settlements,Hirsh Qatmah Tehtani / حرش قاطمة تحتاني,January,2023-01-23T00:00:00Z,2023-01-23T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,72,11,SY02,SY0203,SY020304,C1524,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,702,Aleppo,Afrin,Sharan,Qatmet Efrin,Camp/Settlements,Qatmah 3 / قطمة 3,January,2023-01-23T00:00:00Z,2023-01-23T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,24,5,SY02,SY0203,SY020304,C1524,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,702,Aleppo,Afrin,Ma'btali,Ayn Al-Hajar,Camp/Settlements,Near Salat Zagrous / جانب صالة زاغروس,January,2023-01-23T00:00:00Z,2023-01-23T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,27,5,SY02,SY0203,SY020306,C8209,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,702,Aleppo,Afrin,Ma'btali,Ayn Al-Hajar,Camp/Settlements,Maamel beren Kifo / معامل البيرين كيفو,January,2023-01-23T00:00:00Z,2023-01-23T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,11,3,SY02,SY0203,SY020306,C8209,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,702,Aleppo,Afrin,Afrin,Ein Dara,Camp/Settlements,Al Sakia2 / الساقية 2,January,2023-01-23T00:00:00Z,2023-01-23T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,29,4,SY02,SY0203,SY020300,C1370,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,702,Aleppo,A'zaz,Suran,Suran (Aleppo),Camp/Settlements,NA,January,2023-01-24T00:00:00Z,2023-01-24T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,144,24,SY02,SY0204,SY020405,C1664,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,702,Aleppo,A'zaz,Mare',Mare',Camp/Settlements,Al Rasheed(Marea) / الرشيد(مارع),January,2023-01-24T00:00:00Z,2023-01-24T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,122,22,SY02,SY0204,SY020403,C1643,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,702,Aleppo,Jebel Saman,Atareb,Babka,Camp/Settlements,Al-Furkan(Babka) / الفرقان (بابكة),January,2023-01-24T00:00:00Z,2023-01-24T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,7,1,SY02,SY0200,SY020001,C1021,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,702,Aleppo,Afrin,Sharan,Qatmet Efrin,Camp/Settlements,Salat Alzuhur / صالة الزهور,February,2023-02-05T00:00:00Z,2023-02-05T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,8,3,SY02,SY0203,SY020304,C1524,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,702,Aleppo,Afrin,Sharan,Doha (Sharan),Camp/Settlements,Matenly Baydar / ماتنلي بيدر,February,2023-02-05T00:00:00Z,2023-02-05T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,19,3,SY02,SY0203,SY020304,C1515,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,702,Aleppo,Afrin,Afrin,Ein Dara,Camp/Settlements,Al sijn / السجن,February,2023-02-05T00:00:00Z,2023-02-05T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,8,1,SY02,SY0203,SY020300,C1370,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,702,Aleppo,Afrin,Sharan,Qatmet Efrin,Camp/Settlements,Janib Habit Albaraka / جانب حبة البركة,February,2023-02-05T00:00:00Z,2023-02-05T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,6,1,SY02,SY0203,SY020304,C1524,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,702,Aleppo,Jebel Saman,Daret Azza,Deir Samaan,Camp/Settlements,Wadi Alshater / وادي الشاطر,February,2023-02-05T00:00:00Z,2023-02-05T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,7,1,SY02,SY0200,SY020004,C6766,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,702,Aleppo,Jebel Saman,Atareb,Tuwama,Camp/Settlements,Al Mansoura / المنصورة,February,2023-02-05T00:00:00Z,2023-02-05T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,10,2,SY02,SY0200,SY020001,C1020,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,702,Idleb,Harim,Salqin,Ein Elbikara,Camp/Settlements,Haj Jumaa(Salqin) / حاج جمعة(سلقين),February,2023-02-06T00:00:00Z,2023-02-06T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,16,2,SY07,SY0703,SY070302,C4136,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,702,Idleb,Harim,Dana,Bab El Hawa,Camp/Settlements,Kelbit / كلبيت,February,2023-02-06T00:00:00Z,2023-02-06T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,7,1,SY07,SY0703,SY070301,C6389,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,702,Idleb,Harim,Dana,Babisqa,Camp/Settlements,Salah Aldin(babisqa) / صلاح الدين(بابيسقا),February,2023-02-06T00:00:00Z,2023-02-06T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,12,1,SY07,SY0703,SY070301,C6755,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,702,Idleb,Idleb,Maaret Tamsrin,Haranbush,Camp/Settlements,Al- Nassem / النسيم,February,2023-02-13T00:00:00Z,2023-02-13T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,151,29,SY07,SY0700,SY070005,C3943,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,702,Aleppo,Afrin,Sharan,Qatmet Efrin,Camp/Settlements,Hirsh Qatmah Tehtani / حرش قاطمة تحتاني,February,2023-02-01T00:00:00Z,2023-02-01T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,5,1,SY02,SY0203,SY020304,C1524,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,702,Aleppo,A'zaz,A'zaz,Azaz,Camp/Settlements,Abo Aljolan School- AlAsyanah / مدرسة أبو الجولان-العصيانة,February,2023-02-01T00:00:00Z,2023-02-01T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,10,1,SY02,SY0204,SY020400,C1564,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,702,Idleb,Harim,Dana,Qah,Camp/Settlements,Al Salam (Qah) / السلام(قاح),February,2023-02-01T00:00:00Z,2023-02-01T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,1,1,SY07,SY0703,SY070301,C4131,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,702,Idleb,Harim,Dana,Babisqa,Camp/Settlements,Sheer Mghar / شير مغار,February,2023-02-01T00:00:00Z,2023-02-01T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,7,1,SY07,SY0703,SY070301,C6755,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,702,Aleppo,Afrin,Afrin,Afrin (Afrin),Camp/Settlements,Hirsh AlZaidiah / حرش الزيدية,February,2023-02-02T00:00:00Z,2023-02-02T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,6,1,SY02,SY0203,SY020300,C1366,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,702,Idleb,Harim,Dana,Atma,Camp/Settlements,Khaled ibn Al Walid / خالد بن الوليد,February,2023-02-03T00:00:00Z,2023-02-03T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,2,1,SY07,SY0703,SY070301,C4130,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,702,Aleppo,Jebel Saman,Atareb,Tuwama,Camp/Settlements,Gaith and Rahma / غيث ورحمة,February,2023-02-03T00:00:00Z,2023-02-03T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,4,1,SY02,SY0200,SY020001,C1020,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,702,Idleb,Idleb,Maaret Tamsrin,Kaftin,Camp/Settlements,Sham / شام,February,2023-02-04T00:00:00Z,2023-02-04T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,7,1,SY07,SY0700,SY070005,C3951,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,702,Idleb,Harim,Qourqeena,Barisha,Camp/Settlements,Shahed / شهد,February,2023-02-05T00:00:00Z,2023-02-05T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,6,1,SY07,SY0703,SY070304,C4164,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,702,Aleppo,Jebel Saman,Atareb,Tuwama,Camp/Settlements,Gaith and Rahma / غيث ورحمة,February,2023-02-05T00:00:00Z,2023-02-05T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,4,1,SY02,SY0200,SY020001,C1020,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,702,Idleb,Harim,Dana,Babisqa,Camp/Settlements,Al Manara(Babisqa) / المنارة (بابيسقا),February,2023-02-05T00:00:00Z,2023-02-05T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,7,1,SY07,SY0703,SY070301,C6755,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,702,Idleb,Harim,Dana,Hezreh - Hezri,Camp/Settlements,NA,February,2023-02-05T00:00:00Z,2023-02-05T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,4,1,SY07,SY0703,SY070301,C4120,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,702,Idleb,Harim,Salqin,Big Hir Jamus,Camp/Settlements,Rafateh / الرفعاتية,February,2023-02-05T00:00:00Z,2023-02-05T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,2,1,SY07,SY0703,SY070302,C4141,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,53,Idleb,Harim,Dana,Deir Hassan - Darhashan,Camp/Settlements,Al Wdhehee / الوضيحي,February,2023-02-01T00:00:00Z,2023-02-28T00:00:00Z,Completed,2.1.1.1: Rehabilitation of damaged/ unfinished housing,Cash,Unconditional,500,Direct cash payment,581,95,SY07,SY0703,SY070301,C4129,Yes,47500,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,23,Aleppo,A'zaz,Suran,Baraghideh,Town/Community/Neighborhood,NA,January,2022-12-20T00:00:00Z,2023-01-31T00:00:00Z,Completed,2.1.1.1: Rehabilitation of damaged/ unfinished housing,In-kind,NA,NA,NA,191,27,SY02,SY0204,SY020405,C1663,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,584,Idleb,Idleb,Maaret Tamsrin,Kelly,Camp/Settlements,Saraqeb / سراقب,February,2022-07-01T00:00:00Z,2023-02-28T00:00:00Z,Completed,1.2.2.1: Installation/ construction of temporary transitional shelters,In-kind,NA,NA,NA,143,24,SY07,SY0700,SY070005,C3949,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,584,Idleb,Idleb,Maaret Tamsrin,Kelly,Camp/Settlements,Saraqeb / سراقب,February,2022-07-01T00:00:00Z,2023-02-28T00:00:00Z,Completed,"1.2.3.2 Site level infrastructure improvements in IDP sites (targeting the whole site, e.g., drainage, roads gravelling, tent gravelling for all tents in the site)",In-kind,NA,NA,NA,143,24,SY07,SY0700,SY070005,C3949,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,584,Idleb,Idleb,Maaret Tamsrin,Kelly,Camp/Settlements,Al-Karkat / الكركات,January,2022-07-01T00:00:00Z,2023-02-28T00:00:00Z,Completed,1.2.2.1: Installation/ construction of temporary transitional shelters,In-kind,NA,NA,NA,622,105,SY07,SY0700,SY070005,C3949,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,584,Idleb,Idleb,Maaret Tamsrin,Kelly,Camp/Settlements,Al-Karkat / الكركات,January,2022-07-01T00:00:00Z,2023-02-28T00:00:00Z,Completed,"1.2.3.2 Site level infrastructure improvements in IDP sites (targeting the whole site, e.g., drainage, roads gravelling, tent gravelling for all tents in the site)",In-kind,NA,NA,NA,622,105,SY07,SY0700,SY070005,C3949,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,584,Idleb,Idleb,Maaret Tamsrin,Kelly,Camp/Settlements,Sham 9 / شام 9,January,2022-07-01T00:00:00Z,2023-02-28T00:00:00Z,Completed,1.2.2.1: Installation/ construction of temporary transitional shelters,In-kind,NA,NA,NA,439,86,SY07,SY0700,SY070005,C3949,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,584,Idleb,Idleb,Maaret Tamsrin,Kelly,Camp/Settlements,Sham 9 / شام 9,January,2022-07-01T00:00:00Z,2023-02-28T00:00:00Z,Completed,"1.2.3.2 Site level infrastructure improvements in IDP sites (targeting the whole site, e.g., drainage, roads gravelling, tent gravelling for all tents in the site)",In-kind,NA,NA,NA,439,86,SY07,SY0700,SY070005,C3949,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,649,Idleb,Harim,Harim,Harim,Camp/Settlements,Kansafra(Harim) / كنصفرة (حارم),February,2023-02-01T00:00:00Z,2023-02-28T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,5,1,SY07,SY0703,SY070300,C4115,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,649,Idleb,Harim,Dana,Dana (Dana),Camp/Settlements,Al Dana / الدانا,February,2023-02-01T00:00:00Z,2023-02-28T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,86,17,SY07,SY0703,SY070301,C4126,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,649,Idleb,Harim,Dana,Atma,Camp/Settlements,Yad Bi Yad / يد بيد,February,2023-02-01T00:00:00Z,2023-02-28T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,16,3,SY07,SY0703,SY070301,C4130,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,649,Idleb,Harim,Dana,Atma,Camp/Settlements,Al Huda / الهدى,February,2023-02-01T00:00:00Z,2023-02-28T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,5,1,SY07,SY0703,SY070301,C4130,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,649,Idleb,Harim,Dana,Deir Hassan - Darhashan,Camp/Settlements,Om Qbaiba / أم قبيبة,February,2023-02-01T00:00:00Z,2023-02-28T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,5,1,SY07,SY0703,SY070301,C4129,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,649,Idleb,Harim,Dana,Deir Hassan - Darhashan,Camp/Settlements,Al Khaldiya / الخالدية,February,2023-02-01T00:00:00Z,2023-02-28T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,150,30,SY07,SY0703,SY070301,C4129,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,649,Idleb,Harim,Dana,Qah,Camp/Settlements,Madenh Monarh (Hmamiat) / المدينة المنورة,February,2023-02-01T00:00:00Z,2023-02-28T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,5,1,SY07,SY0703,SY070301,C4131,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,649,Idleb,Harim,Dana,Sarmada,Camp/Settlements,Al Imdad / الامداد,February,2023-02-01T00:00:00Z,2023-02-28T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,10,2,SY07,SY0703,SY070301,C4121,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,649,Idleb,Harim,Armanaz,Armanaz,Camp/Settlements,Zamar(Armanaz) / زمار (أرمناز),February,2023-02-01T00:00:00Z,2023-02-28T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,20,4,SY07,SY0703,SY070305,C4176,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,649,Idleb,Idleb,Maaret Tamsrin,Hazano,Camp/Settlements,Al Shariaa / الشرعية,February,2023-02-01T00:00:00Z,2023-02-28T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,40,8,SY07,SY0700,SY070005,C3944,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,649,Idleb,Harim,Dana,Sarmada,Camp/Settlements,NA,February,2023-02-01T00:00:00Z,2023-02-28T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,76,15,SY07,SY0703,SY070301,C4121,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,649,Idleb,Harim,Harim,Harim,Camp/Settlements,NA,February,2023-02-01T00:00:00Z,2023-02-28T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,320,64,SY07,SY0703,SY070300,C4115,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,649,Idleb,Harim,Salqin,Salqin,Camp/Settlements,NA,February,2023-02-01T00:00:00Z,2023-02-28T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,314,63,SY07,SY0703,SY070302,C4140,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,649,Idleb,Harim,Salqin,Salqin,Camp/Settlements,NA,February,2023-02-01T00:00:00Z,2023-02-28T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,40,8,SY07,SY0703,SY070302,C4140,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,649,Idleb,Idleb,Maaret Tamsrin,Kelly,Camp/Settlements,Jabal Kelly / جبل كللي,February,2023-02-01T00:00:00Z,2023-02-28T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,10,2,SY07,SY0700,SY070005,C3949,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,649,Idleb,Idleb,Maaret Tamsrin,Haranbush,Camp/Settlements,Al Nasr / النصر,February,2023-02-01T00:00:00Z,2023-02-28T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,10,2,SY07,SY0700,SY070005,C3943,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,578,Idleb,Idleb,Maaret Tamsrin,Kelly,Camp/Settlements,Al Baidaa / البيداء,January,2023-01-01T00:00:00Z,2023-01-31T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,5,1,SY07,SY0700,SY070005,C3949,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,578,Idleb,Idleb,Maaret Tamsrin,Kelly,Camp/Settlements,Al-Rahma 1 / الرحمة 1,January,2023-01-01T00:00:00Z,2023-01-31T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,5,1,SY07,SY0700,SY070005,C3949,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,578,Idleb,Harim,Dana,Bab El Hawa,Camp/Settlements,Al Farja / الفرجة,January,2023-01-01T00:00:00Z,2023-01-31T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,5,1,SY07,SY0703,SY070301,C6389,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,578,Idleb,Idleb,Maaret Tamsrin,Kelly,Camp/Settlements,Saraqeb / سراقب,January,2023-01-01T00:00:00Z,2023-01-31T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,310,62,SY07,SY0700,SY070005,C3949,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,578,Idleb,Idleb,Maaret Tamsrin,Kelly,Camp/Settlements,Al Saleem / السليم,January,2023-01-01T00:00:00Z,2023-01-31T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,5,1,SY07,SY0700,SY070005,C3949,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,578,Idleb,Harim,Dana,Bab El Hawa,Camp/Settlements,Kelbit / كلبيت,January,2023-01-01T00:00:00Z,2023-01-31T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,5,1,SY07,SY0703,SY070301,C6389,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,578,Idleb,Idleb,Maaret Tamsrin,Kafr - Kafrehmul,Camp/Settlements,Ebd Alrahman(Kafrehmul) / عباد الرحمن(كفريحمول),January,2023-01-01T00:00:00Z,2023-01-31T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,5,1,SY07,SY0700,SY070005,C3942,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,578,Idleb,Harim,Dana,Kafr Deryan,Camp/Settlements,Reef Al-Maara Al Sharqi / ريف المعرة الشرقي,January,2023-01-01T00:00:00Z,2023-01-31T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,5,1,SY07,SY0703,SY070301,C4132,Yes,NA,shelter
Shelter,NWS X-B,Syria Cross-Border HLG,578,Idleb,Harim,Dana,Burdaqly,Camp/Settlements,Al Salwa / السلوى,January,2023-01-01T00:00:00Z,2023-01-31T00:00:00Z,Completed,1.2.1.2: Installation of new/ replacement of existing tents,In-kind,NA,NA,NA,170,34,SY07,SY0703,SY070301,C6693,Yes,NA,shelter
NFI,NWS X-B,Syria Cross-Border HLG,14,Idleb,Harim,Armanaz,Al Gharraf,Camp/Settlements,Al Maksam / المقسم,January,2023-01-17T00:00:00Z,2023-01-30T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional,50,Money Transfer Agent,228,67,SY07,SY0703,SY070305,C6741,Yes,3350,nfi
NFI,NWS X-B,Syria Cross-Border HLG,14,Idleb,Jisr-Ash-Shugur,Badama,Kherbet Eljoz,Camp/Settlements,Al Fateha / الفاتحة,January,2023-01-17T00:00:00Z,2023-01-30T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional,50,Money Transfer Agent,1023,245,SY07,SY0704,SY070401,C4231,Yes,12250,nfi
NFI,NWS X-B,Syria Cross-Border HLG,14,Idleb,Jisr-Ash-Shugur,Badama,Kherbet Eljoz,Camp/Settlements,Ataa Al Kheir(Kherbet Eljoz) / عطاء الخير (خربة الجوز),January,2023-01-17T00:00:00Z,2023-01-30T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional,50,Money Transfer Agent,2467,592,SY07,SY0704,SY070401,C4231,Yes,29600,nfi
NFI,NWS X-B,Syria Cross-Border HLG,14,Idleb,Jisr-Ash-Shugur,Badama,Kherbet Eljoz,Camp/Settlements,Amal Alsahel / أمل الساحل,January,2023-01-17T00:00:00Z,2023-01-30T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional,50,Money Transfer Agent,558,139,SY07,SY0704,SY070401,C4231,Yes,6950,nfi
NFI,NWS X-B,Syria Cross-Border HLG,14,Idleb,Jisr-Ash-Shugur,Badama,Ein El-Bayda (Badama),Camp/Settlements,Ein Al Bayda / عين البيضاء,January,2023-01-17T00:00:00Z,2023-01-30T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional,50,Money Transfer Agent,677,152,SY07,SY0704,SY070401,C4229,Yes,7600,nfi
NFI,NWS X-B,Syria Cross-Border HLG,14,Idleb,Jisr-Ash-Shugur,Badama,Kherbet Eljoz,Camp/Settlements,Salah Alden (Kherbet Eljoz) / صلاح الدين(خربة الجوز),January,2023-01-17T00:00:00Z,2023-01-30T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional,50,Money Transfer Agent,2313,611,SY07,SY0704,SY070401,C4231,Yes,30550,nfi
